19790101
21.767,15.329
24.450,16.662
21.321,15.860
23.662,15.458
24.756,15.351
20.199,15.780
22.902,14.724
22.300,13.308
21.957,15.354
26.166,15.960
26.699,17.173
25.124,16.930
27.412,15.569
21.765,16.911
22.204,16.880
28.731,15.603
29.928,16.690
22.886,16.181
23.071,14.675
25.608,12.871
26.732,14.530
28.048,15.850
24.858,16.843
29.654,17.762
22.294,19.095
25.614,18.467
26.942,15.855
22.667,14.813
23.268,12.621
23.549,12.024
23.421,15.957
24.998,15.540
24.212,13.723
26.858,14.912
25.542,16.100
26.636,15.137
22.978,15.023
22.680,15.960
18.616,15.330
24.940,14.169
23.794,17.738
22.889,17.165
26.707,16.207
25.257,14.971
23.842,16.834
23.764,13.428
23.740,9.585
25.481,11.263
24.968,10.588
25.207,15.356
21.373,10.122
23.154,10.062
25.000,8.704
27.288,11.425
26.366,12.575
20.416,13.600
17.351,15.595
25.681,13.759
24.749,14.479
21.804,14.570
24.521,15.149
24.645,15.475
24.586,16.380
26.916,16.572
28.008,14.716
20.421,8.963
21.450,5.819
21.961,9.178
19.768,10.126
14.599,13.216
14.646,13.237
20.601,13.174
23.114,9.982
22.940,10.980
20.555,11.330
24.567,10.717
26.020,12.812
24.990,13.838
26.873,15.916
24.551,14.795
17.715,13.465
14.731,9.947
19.059,7.386
18.058,12.614
17.552,13.397
18.599,13.412
16.954,10.583
22.965,8.090
16.685,11.156
23.353,7.597
24.989,12.255
24.414,11.876
16.581,8.632
8.513,5.739
11.368,0.313
15.712,-0.478
17.832,0.381
18.073,2.395
21.195,5.342
22.252,10.035
15.238,13.425
14.273,12.562
12.743,8.968
18.132,3.812
22.754,6.803
23.045,9.017
24.923,9.441
24.461,10.026
22.844,11.092
21.124,8.720
19.759,7.591
16.803,7.545
16.736,12.201
14.948,11.825
13.874,11.479
15.573,9.907
19.351,7.059
19.567,6.589
14.461,8.154
17.274,6.804
20.021,6.018
22.281,8.320
18.188,11.043
19.432,10.295
17.949,6.191
18.697,10.404
19.086,7.429
13.978,9.891
16.973,4.246
20.354,8.169
18.756,7.636
19.291,7.585
18.554,11.352
18.154,10.964
20.728,10.044
20.179,9.269
22.044,10.035
17.353,9.164
20.359,7.938
22.030,9.075
22.368,9.115
12.921,9.781
17.802,5.553
21.302,8.835
21.273,10.616
15.902,4.787
20.617,4.746
19.961,9.867
8.397,1.700
12.674,-1.652
19.306,3.093
19.945,7.108
19.813,6.351
18.021,6.579
13.403,8.290
12.400,2.122
13.239,0.265
14.291,2.874
16.221,3.226
16.242,4.256
16.192,3.116
16.864,3.039
16.073,1.939
6.649,-1.528
7.020,-4.160
9.475,-4.112
13.497,-0.435
16.459,4.755
19.420,5.101
19.635,6.098
14.937,5.160
16.631,3.974
19.207,5.805
15.861,6.597
14.437,1.702
16.422,2.916
16.942,4.703
16.328,4.068
15.074,5.791
19.512,7.134
16.073,7.432
15.087,2.418
15.154,2.047
16.298,2.521
14.082,4.470
13.855,7.570
16.861,4.276
15.822,4.923
14.916,4.740
12.292,1.230
13.381,2.605
12.968,5.111
17.452,3.130
16.871,6.151
16.590,3.725
13.657,4.486
17.438,3.184
19.457,5.186
13.966,4.404
12.332,-1.611
18.583,0.390
21.172,7.059
17.264,6.042
21.149,6.552
23.685,10.093
20.833,10.251
26.475,10.537
24.561,13.609
29.035,13.708
29.175,15.865
28.745,14.936
25.669,12.205
21.780,12.209
17.665,6.267
15.935,3.910
20.320,6.138
22.284,6.640
24.277,10.316
20.997,12.126
24.278,10.555
25.241,12.422
25.372,12.919
15.960,9.136
14.885,6.985
17.456,5.179
17.352,6.668
19.533,5.589
18.431,8.327
19.932,8.250
24.836,10.481
25.737,10.838
25.173,11.336
27.986,12.380
25.216,14.284
25.085,12.829
28.405,14.237
26.045,14.159
17.791,10.632
27.135,10.359
14.012,3.624
16.417,1.046
27.781,6.348
21.721,6.832
16.332,2.041
15.662,1.818
18.271,3.933
16.091,2.240
19.167,5.984
21.297,5.281
18.753,5.656
13.221,8.790
19.672,6.078
23.605,4.961
22.866,6.426
16.807,7.700
15.834,4.744
20.268,4.124
17.004,7.467
7.880,3.983
8.749,0.841
15.367,-0.521
20.884,4.207
24.080,6.500
25.860,8.744
28.274,11.887
30.483,15.149
29.888,16.882
24.596,12.391
30.386,14.260
18.830,12.038
12.539,7.112
16.316,3.854
15.604,2.086
18.218,3.630
